,description,id,rating,title,category
5786,Art and theme is awesome.  Easy game to learn and plays fairly quickly.  The race/trait combos expands the replay value for a long time.Only downside is the box insert.  No clear way to pack everything nice and neat back into the box.  The armies tray does not hold everything evenly and the instruction book diagram for the insert in the back is garbage.,8UmzC1ZGGE,4,Art and th...,territory
5789,"Good looking, fast. ""Wargame"" that my wife plays (yeah I know its not really a wargame). My kid somehow can play this one really good, winning a lot without me holding any punches. (6-year old)As long as someone doesn't start to think too much about the game and just plays fast and to the spirit of it, its fun and quick game.",8UmzC1ZGGE,3,Good looki...,territory
5793,"One of my wife's favorite games, I like the risk feel without the death spiral and with a much more interesting theme in my tastes anyway.",8UmzC1ZGGE,3,One of my ...,territory
5803,To me it is like Risk without the random dice rolling. Always have fun playing Small World and teaching others how to play.,8UmzC1ZGGE,4,To me it i...,territory
5818,I bought it simply because it was recommended as a must have. Do not understand why :(,8UmzC1ZGGE,3,I bought i...,territory
5826,"Only own digital copies.
https://store.steampowered.com/app/235620/Small_World_2/
https://play.google.com/store/apps/details?referrer=utm_campaign%3DSlickdeals&id=com.daysofwonder.smallworld2",8UmzC1ZGGE,3,Only own d...,territory
5828,"Expansions Owned: Be Not Afraid, Tales and Legends",8UmzC1ZGGE,4,Expansions...,territory
5830,"Better than Vinci. Shorter, more thematic, prettier, streamlined, and with fewer unbalanced combos.",8UmzC1ZGGE,4,Better tha...,territory
5836,"Expansions:
- Be Not Afraid
- Grand Dames of Small World

Easy to learn, hard to master area control game. Lots of replayability and there's always expansions out there if you start to feel bored.",8UmzC1ZGGE,3,Expansions...,territory
5841,"It's a decent-ish game, but I'm not really a fan.",8UmzC1ZGGE,2,It's a dec...,territory
5845,Wonderful game. Excellent for light gamers and for families.,8UmzC1ZGGE,3,Wonderful ...,territory
5849,"My wife likes it which means, I like it.",8UmzC1ZGGE,3,My wife li...,territory
5851,"This is a hit with the kids, thus it's a hit with me. I like the fact that it's a light and fun ""wargame"" with some fantasy/comedic elements. All in all, a great way to spend an hour with people you care about. :)",8UmzC1ZGGE,4,This is a ...,territory
5860,"Two games where everyone was new (apart from me in the second of course) and I'd probably need to play more to work out which race/ability combos work well. But, it doesn't seem that interesting, and is very susceptible to slow players making things unpleasant.",8UmzC1ZGGE,2,Two games ...,territory
5861,JV,8UmzC1ZGGE,3,JV,territory
5862,I'll play it if bribed.,8UmzC1ZGGE,1,I'll play ...,territory
5864,"Used to be one of my favs, but now I mostly play Small World Underground.",8UmzC1ZGGE,3,Used to be...,territory
5867,"Simple rules but a lot of replayability, especially with the expansions.",8UmzC1ZGGE,4,Simple rul...,territory
5875,"One play but I woke up the next day thinking about it. I really look forward to playing a second time. 

June 2019
$24.99",8UmzC1ZGGE,4,One play b...,territory
5876,Colorful game with lots of race combos to keep things interesting. Simple enough gameplay that it can be quite relaxing to play. Friend owns.,8UmzC1ZGGE,3,Colorful g...,territory
5878,"great game, 'nuff said",8UmzC1ZGGE,3,great game...,territory
5882,"I love this game for 2 players. However, my one 4-player experience had way too much down time.

Update: Lowering my score because it just works so much better as an app. It has made me realize that, as a board game, it's a little slow and clunky.",8UmzC1ZGGE,3,I love thi...,territory
5901,"The game play is interesting and the race combinations are a lot of fun to see in action.  The play is usually fairly obvious and the luck of the final roll each turn has too much effect on the final outcome.

INCLUDED:
- several expansions -",8UmzC1ZGGE,3,The game p...,territory
5917,"2-5 Players
40-80 Minutes",8UmzC1ZGGE,4,2-5 Player...,territory
5920,I need to pick up a few expansions but otherwise I really like this game.,8UmzC1ZGGE,3,I need to ...,territory
5931,Very good condition.,8UmzC1ZGGE,4,Very good ...,territory
5946,"I don't care for it. The race market is too imbalanced, and I don't care for the general flow of the game. Good strategy dictates declining as soon as possible, which minimizes the interaction of the area control. 

Bleh",8UmzC1ZGGE,2,I don't ca...,territory
5948,"strategic but fun, the combination of powers makes it very replayable ....",8UmzC1ZGGE,3,strategic ...,territory
5950,"IMO, the best asymmetric area control game there is. Fast and fun. (With GameTrayz!)",8UmzC1ZGGE,4,"IMO, the b...",territory
5951,"If you're not a fan of area control war themed games, chances are your exposure is mostly Risk or Axis and Allies. Smallworld takes the region conquering motif to a more strategic level. There are no dice - well, ok there is one die to act as support if you don't have enough tokens left over for your last invasion. Otherwise it's simply invade and defend. Each race gets paired randomly with a power. And since the combinations change with every game, the possibilities are endless. When your race expands too thin, just go into decline and start a new one. The game plays fast and competitive. It's even more fun if you play on a board meant for one player fewer (ie, play 5 people on the 4 player board, etc.).",8UmzC1ZGGE,4,If you're ...,territory
5953,"This game gets a lot of attention in the webz and because it also looked great I went and got it.
Unfortunately the first game I played of this was way boring. So thought my 2 opponents.
The second time I played it with 3 opponents and while it was a little more interesting this probably only was because I was winning. 2 of the 3 opponents thought it was boring, the other one thought it was ok.
I would'nt recommend to get this game, though it probably just isn't my taste of game.",8UmzC1ZGGE,2,This game ...,territory
